,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
2105,HH286DC,3,3,0,0,6,Paid employee ,Domestic service ,39.37577002053388,PSLC ,Cloth / Sack on floor  ,1,50000,Four ,2,Sometimes,Sometimes,3,3,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Never ,Never ,About once a week ,About once a week ,Never ,Several times a week ,,Chilika market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2105,POINT (3897761.378324877 -1771958.557866305)
2106,HH292HC,1,2,1,0,4,Self employed ,Sales and service ,35.07734428473648,JCE  ,Bed and Matress ,1,80000,Four ,2,Sometimes,Never,3,3,Sand/soil,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Several times a week ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2106,POINT (3895991.32049765 -1767999.303515144)
2107,HH263RC,3,1,0,0,4,Unemployed ,,97.77686516084873,PSLC ,Bed and Matress ,3,10000,Five ,0,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Never ,Never ,Never ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2107,POINT (3895446.81462681 -1770971.951285301)
2108,HH273NC,2,1,1,0,4,Paid employee ,Skilled manual ,37.86721423682409,MSCE ,Bed and Matress ,2,45000,One (respondents) ,0,Sometimes,Sometimes,2,4,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,About once a week ,Less than once a week ,Several times a week ,,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2108,POINT (3897443.817213477 -1772222.642060507)
2109,HH258LC,3,6,0,0,9,Unemployed ,,70.1574264202601,None ,Bed & Matress (GRASS)  ,0,6000,Three ,5,Never,Sometimes,1,4,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Never ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Unsure,Unsure,2109,POINT (3894193.933735438 -1768448.870219239)
2110,HH2228C,3,4,0,0,7,Self employed ,Skilled manual ,40.563997262149215,MSCE ,Bed & Matress (GRASS)  ,1,20000,More than 5,4,Often,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with spoon ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2110,POINT (3896358.118533994 -1769454.749564762)
2111,HH264PC,2,2,1,0,5,Paid employee ,Clerical Technical / managerial ,40,PSLC ,Bed alone  ,1,30000,Three ,2,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2111,POINT (3896405.966338024 -1772265.050589889)
2112,HH2332C,4,2,0,0,6,Paid employee ,Clerical Technical / managerial ,42.74880219028063,MSCE ,Bed and Matress ,3,350000,One (respondents) ,1,Sometimes,Never,3,5,Cement,Borrow a toilet close by ,Public tap / Standpipe ,"Yes, electric lights ",Less than once a week ,About once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Daily,Daily,About once a week ,Mobile women selling vegetables,Kameza roundabout,Nothing ,Self-feeding with spoon ,Other hospital (private) ,Private pharmacy / drug store ,Health centre (gov) ,Other hospital (private) ,Other hospital (private) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2112,POINT (3896981.06765627 -1767226.290578129)
2113,HH211EC,2,0,0,0,2,Self employed ,Skilled manual ,74.21218343600273,PSLC ,Bed and Matress ,1,5000,Two ,0,Often,Often,1,4,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Ngumbe market,Ngumbe market,Sweep it into the bush ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals ,Cure sick animals ,2113,POINT (3894526.233547295 -1768027.006978091)
2114,HH277FC,4,0,0,0,4,Unemployed ,,68.0684462696783,None ,Cloth / Sack on floor  ,1,20000,Two ,0,Sometimes,Sometimes,2,5,Sand/soil,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Never ,Several times a week ,Chileka 10,Chileka 10,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2114,POINT (3897580.625502632 -1772666.274466726)
2115,HH238TC,3,2,1,0,6,Paid employee ,Skilled manual ,29.451060917180012,MSCE ,Bed and Matress ,2,60000,Two ,0,Never,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Several times a week ,Never ,Several times a week ,Less than once a week ,Daily,Never ,Several times a week ,Less than once a week ,Daily,Ngumbe market,Ngumbe market,Put it in the refuse pit ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2115,POINT (3897086.517531836 -1768391.104044186)
2116,HH247RC,1,2,1,0,4,Unemployed ,,33.5523613963039,JCE  ,Bed and Matress ,1,30000,One (respondents) ,2,Sometimes,Often,2,3,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Daily,About once a week ,About once a week ,Never ,Several times a week ,Pa miles,Pa 10 miles,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals and prevent them from becoming sick ,2116,POINT (3896671.256862269 -1771055.385771442)
2117,HH2420C,2,3,1,0,6,Self employed ,Skilled manual ,63.252566735112936,PSLC ,Bed and Matress ,2,30000,One (respondents) ,3,Never,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,Daily,Less than once a week ,Less than once a week ,Never ,Several times a week ,Chirimba market,Chirimba market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Farmers or other households ,Prevent animals from becoming sick ,Cure sick animals ,2117,POINT (3894688.509535034 -1769261.09859938)
2118,HH267JC,2,0,1,0,3,Self employed ,Sales and service ,45.987679671457904,MSCE ,Bed and Matress ,1,120000,One (respondents) ,0,Never,Never,3,5,Cement,Wait till I get home ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,Never ,About once a week ,About once a week ,About once a week ,Never ,About once a week ,About once a week ,Several times a week ,Lunzu market,Lunzu market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2118,POINT (3895059.832394511 -1768957.36388379)
2119,HH264PC,2,2,1,0,5,Paid employee ,Clerical Technical / managerial ,40,PSLC ,Bed alone  ,1,30000,Three ,2,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2119,POINT (3897075.783844969 -1772428.929542119)
2120,HH294DC,2,0,0,0,2,Paid employee ,Skilled manual ,39.572895277207394,JCE  ,Cloth / Sack on floor  ,1,28000,More than 5,0,Sometimes,Sometimes,1,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2120,POINT (3898325.022302686 -1771895.098768716)
2121,HH256PC,2,1,0,1,4,Self employed ,Unskilled manual ,31.824777549623544,PSLC ,Mattress (GRASS) on floor  ,1,20000,One (respondents) ,0,Often,Often,2,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Jere trading center,Jere trading center,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Fattening / increased growth ,2121,POINT (3897643.429758321 -1772107.472030349)
2122,HH2180C,2,1,2,0,5,Paid employee ,Skilled manual ,47.252566735112936,PSLC ,Mattress on floor  ,2,30000,One (respondents) ,1,Often,Often,2,6,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Daily,Never ,Never ,Never ,Several times a week ,Mobile women selling vegetables,,Nothing ,Self-feeding with hands ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals ,Cure sick animals ,2122,POINT (3893892.619711494 -1768135.960298745)
2123,HH259JC,5,2,0,1,8,Paid employee ,Agriculture ,43.044490075290895,PSLC ,Mattress (GRASS) on floor  ,2,50000,One (respondents) ,2,Often,Often,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Never ,About once a week ,Jere trading center,Jere trading centre,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Prevent animals from becoming sick ,2123,POINT (3897335.982279581 -1772764.52358716)
2124,HH2897C,6,1,0,1,8,Paid employee ,Unskilled manual ,26.255989048596852,University Diploma/Degree  ,Bed and Matress ,1,80000,Two ,1,Never,Never,3,7,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Several times a week ,Chilimbamarket,Chirimba market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2124,POINT (3897894.779070663 -1772128.025362726)
2125,HH258LC,3,6,0,0,9,Unemployed ,,70.1574264202601,None ,Bed & Matress (GRASS)  ,0,6000,Three ,5,Never,Sometimes,1,4,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Never ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Unsure,Unsure,2125,POINT (3898467.520435256 -1771630.681885903)
2126,HH243ZC,4,2,0,1,7,Unemployed ,,62.43668720054757,PSLC ,Bed and Matress ,4,40000,One (respondents) ,2,Never,Never,2,4,Cement,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Lunzu market,Lunzu market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2126,POINT (3895118.083536451 -1768184.721993564)
2127,HH239RC,3,1,0,0,4,Paid employee ,Healthcare ,46.299794661190965,MSCE ,Bed and Matress ,2,15000,More than 5,1,Never,Never,5,8,Cement,Use public toilet ,Piped into dwelling ,"Yes, electric lights ",About once a week ,Never ,About once a week ,Never ,About once a week ,Never ,Several times a week ,Less than once a week ,Never ,Chirimba market,Chirimba market,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2127,POINT (3897165.134434256 -1771651.047371826)
2128,HH247RC,1,2,1,0,4,Unemployed ,,33.5523613963039,JCE  ,Bed and Matress ,1,30000,One (respondents) ,2,Sometimes,Often,2,3,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Daily,About once a week ,About once a week ,Never ,Several times a week ,Pa miles,Pa 10 miles,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals and prevent them from becoming sick ,2128,POINT (3897386.101753386 -1771307.416830632)
2129,HH257NC,3,3,1,0,7,Self employed ,Sales and service ,49.686516084873375,PSLC ,Bed and Matress ,1,30000,One (respondents) ,2,Never,Never,3,5,Cement,Use public toilet ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2129,POINT (3896242.670683569 -1768101.274258457)
2130,HH2076C,4,0,4,1,9,Self employed ,Unskilled manual ,24.043805612594113,PSLC ,Bed & Matress (GRASS)  ,2,70000,One (respondents) ,0,Sometimes,Sometimes,2,5,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Daily,Daily,Several times a week ,Several times a week ,About once a week ,Kameza,Kameza,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Unsure,Unsure,2130,POINT (3898306.804867932 -1771864.806144871)
2131,HH275JC,2,0,0,0,2,Unemployed ,,58.55715263518138,JCE  ,Bed and Matress ,0,50000,One (respondents) ,0,Never,Never,3,8,Cement,Wait till I get home ,Tube well / borehole ,No,About once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,Never ,Several times a week ,Chirimba,Chirimba,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2131,POINT (3897132.517823509 -1771179.875976073)
2132,HH253VC,2,2,1,1,6,Paid employee ,Clerical Technical / managerial ,47.51266255989049,PSLC ,Mattress (GRASS) on floor  ,1,30000,Two ,3,Often,Often,1,3,Sand/soil,Borrow a toilet close by ,"Surface water from river, lake or pond ",No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Fattening / increased growth ,2132,POINT (3898135.395645351 -1771271.034261719)
2133,HH246TC,3,4,0,0,7,Paid domestic worker ,Unskilled manual ,45.8590006844627,PSLC ,Bed and Matress ,1,40000,More than 5,4,Sometimes,Sometimes,3,5,Cement,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Nowhere,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2133,POINT (3896696.830034473 -1772454.111356476)
2134,HH2172C,2,2,0,0,4,Paid employee ,Unskilled manual ,44.24640657084189,PSLC ,Cloth / Sack on floor  ,2,20000,Two ,2,Sometimes,Often,1,3,Cement,Use public toilet ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Chilimba market,Chilimba market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2134,POINT (3895567.103907077 -1767688.713100402)
2135,HH300CC,2,2,0,0,4,Paid employee ,Skilled manual ,59.70704996577687,PSLC ,Bed and Matress ,0,50000,One (respondents) ,1,Never,Never,2,5,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Never ,Several times a week ,Lunzu,Lunzu,Sweep it into the bush ,Self-feeding with hands ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Referral Hospital (QECH) ,My own judgement? ,Unsure,Unsure,2135,POINT (3897110.560053871 -1771413.445460228)
2136,HH2228C,3,4,0,0,7,Self employed ,Skilled manual ,40.563997262149215,MSCE ,Bed & Matress (GRASS)  ,1,20000,More than 5,4,Often,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with spoon ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2136,POINT (3895963.446097139 -1768600.635531147)
2137,HH227ZC,2,3,0,0,5,Paid domestic worker ,Unskilled manual ,51,PSLC ,Bed and Matress ,2,50000,One (respondents) ,1,Never,Never,1,5,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Daily,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Ngumbe market,Ngumbe market,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2137,POINT (3896525.314528964 -1770284.50919363)
2138,HH269FC,1,1,0,0,2,Paid domestic worker ,Unskilled manual ,36.2299794661191,PSLC ,Cloth / Sack on floor  ,1,10000,More than 5,1,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Never ,Several times a week ,Ngumbe market,Ngumbe market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2138,POINT (3897381.41404915 -1771200.799008503)
2139,HH279BC,2,0,1,0,3,Self employed ,Sales and service ,34.60917180013689,University Diploma/Degree  ,Bed and Matress ,0,270000,Three ,0,Never,Never,6,10,Cement,Wait till I get home ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,Never ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Never ,Gumbe,Ngumbe,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2139,POINT (3895814.576450078 -1769214.990480344)
2140,HH211EC,2,0,0,0,2,Self employed ,Skilled manual ,74.21218343600273,PSLC ,Bed and Matress ,1,5000,Two ,0,Often,Often,1,4,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Ngumbe market,Ngumbe market,Sweep it into the bush ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals ,Cure sick animals ,2140,POINT (3897407.961205496 -1767579.668247628)
2141,HH2236C,2,1,0,0,3,Paid employee ,Agriculture ,82.48870636550308,MSCE ,Bed and Matress ,2,200000,More than 5,1,Never,Never,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,Never ,About once a week ,Daily,Never ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with hands ,Private pharmacy / drug store ,Private pharmacy / drug store ,Private pharmacy / drug store ,Private pharmacy / drug store ,Private pharmacy / drug store ,The vets ,Unsure,Unsure,2141,POINT (3896679.716786308 -1767823.948809512)
2142,HH282LC,2,1,0,1,4,Paid employee ,Skilled manual ,32.40246406570842,MSCE ,Bed and Matress ,1,5000,Four ,1,Never,Never,3,3,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2142,POINT (3895409.631630673 -1769046.155123071)
2143,HH279BC,2,0,1,0,3,Self employed ,Sales and service ,34.60917180013689,University Diploma/Degree  ,Bed and Matress ,0,270000,Three ,0,Never,Never,6,10,Cement,Wait till I get home ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,Never ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Never ,Gumbe,Ngumbe,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2143,POINT (3896399.686845676 -1770658.165173309)
2144,HH2969C,2,0,0,0,2,Self employed ,Skilled manual ,40.73100616016427,PSLC ,Cloth / Sack on floor  ,1,30000,One (respondents) ,0,Sometimes,Sometimes,2,2,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,About once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2144,POINT (3897217.165164255 -1772681.032229771)
2145,HH264PC,2,2,1,0,5,Paid employee ,Clerical Technical / managerial ,40,PSLC ,Bed alone  ,1,30000,Three ,2,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2145,POINT (3893769.329150329 -1768165.54175737)
2146,HH300CC,2,2,0,0,4,Paid employee ,Skilled manual ,59.70704996577687,PSLC ,Bed and Matress ,0,50000,One (respondents) ,1,Never,Never,2,5,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Never ,Several times a week ,Lunzu,Lunzu,Sweep it into the bush ,Self-feeding with hands ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Referral Hospital (QECH) ,My own judgement? ,Unsure,Unsure,2146,POINT (3896882.452482491 -1768156.302813096)
2147,HH267JC,2,0,1,0,3,Self employed ,Sales and service ,45.987679671457904,MSCE ,Bed and Matress ,1,120000,One (respondents) ,0,Never,Never,3,5,Cement,Wait till I get home ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,Never ,About once a week ,About once a week ,About once a week ,Never ,About once a week ,About once a week ,Several times a week ,Lunzu market,Lunzu market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2147,POINT (3896081.544944929 -1769805.062703331)
2148,HH2977C,2,0,0,0,2,Paid employee ,Unskilled manual ,40.54209445585216,PSLC ,Bed and Matress ,1,45000,Four ,0,Never,Never,2,2,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,About once a week ,Several times a week ,About once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Use it as manure ,Other,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,2148,POINT (3897540.192062608 -1771348.860340542)
