,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
2205,HH486YK,2,0,0,1,3,Self employed ,Agriculture ,24.640657084188913,MSCE ,Mattress (GRASS) on floor  ,2,20000,Five ,0,Never,Never,4,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,"Mthumba market 
Mobile market",Mthumba market,Use it as manure ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Prevent animals from becoming sick ,2205,POINT (3871774.55183964 -1802982.755862434)
2206,HH4593K,2,2,0,0,4,Unemployed ,,46.89664613278576,None ,Cloth / Sack on floor  ,0,10000,Five ,1,Sometimes,Never,2,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,About once a week ,Never ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The animal health workers ,Cure sick animals ,Cure sick animals ,2206,POINT (3871735.55183964 -1803167.755862434)
2207,HH4657K,2,1,0,0,3,Unemployed ,,41.41820670773443,PSLC ,Cloth / Sack on floor  ,0,20000,Four ,1,Sometimes,Never,3,5,Sand/soil,Urinate/defaecate in the open ,Public tap / Standpipe ,"Yes, gas powered lights ",Never ,Never ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,About once a week ,About once a week ,Several times a week ,BOMA MARKET,BOMA MARKET,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals ,2207,POINT (3872626.784760779 -1805604.504687618)
2208,HH452HK,2,3,1,0,6,Unemployed ,,43.75906913073238,JCE  ,Cloth / Sack on floor  ,0,15000,Four ,3,Never,Sometimes,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Less than once a week ,About once a week ,DYERATU MARKET,DYERATU MARKET,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Prevent animals from becoming sick ,2208,POINT (3869541.491891951 -1810472.050093072)
2209,HH4729K,2,2,0,0,4,Self employed ,Unskilled manual ,35.44421629021218,None ,Mattress on floor  ,2,50000,One (respondents) ,1,Sometimes,Never,2,5,Sand/soil,Use public toilet ,Tube well / borehole ,No,Never ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Dyeratu,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2209,POINT (3870157.040308097 -1800298.816140968)
2210,HH423RK,1,3,0,0,4,Unemployed ,,32.2984257357974,PSLC ,Mattress (GRASS) on floor  ,1,1000,Four ,0,Often,Often,1,4,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,About once a week ,Never ,Never ,Never ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,,NEDI market,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Cure sick animals ,Cure sick animals ,2210,POINT (3866807.470225975 -1810841.584828173)
2211,HH4489K,3,1,0,0,4,Unemployed ,,45.385352498288846,PSLC ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,2,3,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Less than once a week ,Never ,Never ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Dyeratu,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,2211,POINT (3869583.299638254 -1811577.840632287)
2212,HH4745K,2,0,0,1,3,Paid domestic worker ,Skilled manual ,38.444900752908964,PSLC ,Mattress (GRASS) on floor  ,1,25000,More than 5,0,Sometimes,Sometimes,6,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Dyeratu market,Dyeratu market,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other (specify),Other (specify),Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,2212,POINT (3866850.470225975 -1810983.584828173)
2213,HH471BK,2,2,1,0,5,Paid domestic worker ,Domestic service ,35.44421629021218,PSLC ,Mattress (GRASS) on floor  ,1,50000,More than 5,2,Never,Sometimes,2,3,Cement,Other (specify),Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Boma market,Pantondo local market in our village,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2213,POINT (3869496.299638254 -1811638.840632287)
2214,HH411ZK,4,0,0,0,4,Unemployed ,,54.27241615331965,PSLC ,Cloth / Sack on floor  ,0,56,More than 5,0,Never,Never,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,About once a week ,Never ,Never ,Tsekera,Tsekera,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,2214,POINT (3872504.951195376 -1806736.524653032)
2215,HH413VK,2,0,1,0,3,Paid domestic worker ,Unskilled manual ,0.35044490075290896,PSLC ,Cloth / Sack on floor  ,0,20000,Five ,1,Never,Never,2,4,Cement,Borrow a toilet close by ,Public tap / Standpipe ,No,Never ,Never ,Less than once a week ,About once a week ,Several times a week ,Never ,Less than once a week ,Never ,About once a week ,Chikwawa,Chikwawa,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,2215,POINT (3868674.160082475 -1797973.809636515)
2216,HH4569K,2,1,1,0,4,Unemployed ,,21.15811088295688,None ,Cloth / Sack on floor  ,1,25000,Four ,0,Never,Never,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,Less than once a week ,BOMA,BOMA,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,2216,POINT (3872226.148931946 -1807280.636027912)
2217,HH419JK,1,2,0,1,4,Unemployed ,,52.55578370978782,None ,Mattress (GRASS) on floor  ,0,20000,Three ,1,Often,Often,1,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Never ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,2217,POINT (3868856.201086877 -1809857.521177354)
2218,HH415RK,1,0,0,1,2,Self employed ,Sales and service ,29.697467488021903,JCE  ,Bed and Matress ,1,40000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Less than once a week ,,,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,2218,POINT (3870498.191696014 -1811229.599438624)
2219,HH4649K,2,2,1,0,5,Unemployed ,,40.7419575633128,JCE  ,Cloth / Sack on floor  ,1,10000,Four ,1,Sometimes,Sometimes,2,6,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,2219,POINT (3866103.668311819 -1810932.725097923)
2220,HH420XK,2,2,0,0,4,Paid employee ,Skilled manual ,29.1088295687885,MSCE ,Mattress on floor  ,1,80000,Five ,1,Never,Never,3,3,Sand/soil,Use public toilet ,Tube well / borehole ,"Yes, solar powered lights ",About once a week ,Daily,Several times a week ,Several times a week ,Never ,Never ,About once a week ,Several times a week ,Less than once a week ,,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Private pharmacy / drug store ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,2220,POINT (3871809.705117907 -1803470.984009212)
2221,HH463BK,1,1,1,0,3,Unemployed ,,29.023956194387406,PSLC ,Mattress (GRASS) on floor  ,1,40000,Three ,0,Never,Never,2,2,Sand/soil,Wait till I get home ,Tube well / borehole ,No,Never ,Never ,About once a week ,About once a week ,Never ,Never ,About once a week ,Never ,Less than once a week ,,Chikwawa boma,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Unsure,Unsure,2221,POINT (3872667.474570981 -1806452.673848846)
2222,HH460HK,2,0,1,1,4,Unemployed ,,45.51129363449692,None ,Bed and Matress ,0,30000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Public tap / Standpipe ,"Yes, gas powered lights ",Less than once a week ,About once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,Never ,Less than once a week ,BOMA MARKET,BOMA  MARKET,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,2222,POINT (3866710.470225975 -1810936.584828173)
2223,HH4905K,2,1,0,0,3,Self employed ,Unskilled manual ,40.4517453798768,PSLC ,Mattress (GRASS) on floor  ,2,35000,More than 5,1,Often,Always,2,4,Sand/soil,Other (specify),Tube well / borehole ,No,Never ,Never ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,About once a week ,,Dyeratu market,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2223,POINT (3872683.784760779 -1805539.504687618)
2224,HH440PK,2,0,1,0,3,Unemployed ,,30.68583162217659,PSLC ,Bed alone  ,0,10000,Three ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,2224,POINT (3868866.042091524 -1795256.845393708)
2225,HH493XK,3,3,0,0,6,Unemployed ,,32.4517453798768,None ,Mattress (GRASS) on floor  ,1,200000,More than 5,3,Often,Never,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,About once a week ,About once a week ,Dyeratu market /Boma market,Dyeratu market,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other (specify),Other (specify),Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,2225,POINT (3868907.329080887 -1811573.606690927)
2226,HH453FK,2,0,0,0,2,Self employed ,Other,22.548939082819988,PSLC ,Cloth / Sack on floor  ,1,15000,Four ,0,Sometimes,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,DYERATU,DYERATU,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,2226,POINT (3870450.914011572 -1810819.627672656)
2227,HH430TK,2,1,0,0,3,Unemployed ,,58.76522929500342,None ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,DYERATU,DYERATU,Sweep it into the bush ,Self-feeding with spoon ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Unsure,2227,POINT (3871329.711639095 -1810558.299616026)
2228,HH450LK,1,2,0,1,4,Paid domestic worker ,Skilled manual ,37.64271047227926,PSLC ,Mattress (GRASS) on floor  ,1,20000,More than 5,2,Sometimes,Sometimes,2,2,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Less than once a week ,Several times a week ,,From people in the village,Use it as manure ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,2228,POINT (3866035.717420604 -1808944.888799008)
2229,HH4657K,2,1,0,0,3,Unemployed ,,41.41820670773443,PSLC ,Cloth / Sack on floor  ,0,20000,Four ,1,Sometimes,Never,3,5,Sand/soil,Urinate/defaecate in the open ,Public tap / Standpipe ,"Yes, gas powered lights ",Never ,Never ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,About once a week ,About once a week ,Several times a week ,BOMA MARKET,BOMA MARKET,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals ,2229,POINT (3871926.705117907 -1803560.984009212)
2230,HH469XK,2,2,0,0,4,Unemployed ,,60.4435318275154,PSLC ,Cloth / Sack on floor  ,1,15000,One (respondents) ,2,Sometimes,Often,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Less than once a week ,Less than once a week ,About once a week ,,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Referral Hospital (QECH) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2230,POINT (3871517.711639095 -1810588.299616026)
2231,HH423RK,1,3,0,0,4,Unemployed ,,32.2984257357974,PSLC ,Mattress (GRASS) on floor  ,1,1000,Four ,0,Often,Often,1,4,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,About once a week ,Never ,Never ,Never ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,,NEDI market,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Cure sick animals ,Cure sick animals ,2231,POINT (3869476.606925593 -1801721.189333804)
2232,HH443JK,2,0,1,1,4,Unemployed ,,32.73921971252567,None ,Cloth / Sack on floor  ,0,20000,Two ,1,Often,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Never ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2232,POINT (3872241.855246779 -1806607.49056191)
2233,HH447BK,2,1,0,0,3,Unemployed ,,44.19712525667351,None ,Bed and Matress ,0,10000,Four ,0,Sometimes,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,About once a week ,About once a week ,About once a week ,About once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2233,POINT (3871811.705117907 -1803444.984009212)
2234,HH425NK,2,3,0,1,6,Unemployed ,,44.78302532511978,JCE  ,Cloth / Sack on floor  ,0,20000,More than 5,3,Sometimes,Never,3,5,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,About once a week ,About once a week ,Several times a week ,Never ,Several times a week ,Never ,Less than once a week ,Dyeratu,Dyeratu,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,2234,POINT (3871877.705117907 -1803441.984009212)
2235,HH4913K,2,1,0,0,3,Unemployed ,,44.48733744010951,PSLC ,Mattress (GRASS) on floor  ,1,24000,More than 5,1,Sometimes,Sometimes,3,3,Sand/soil,Other (specify),Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,Local market in our area,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2235,POINT (3871810.255134736 -1807457.771367272)
2236,HH470DK,2,0,0,1,3,Self employed ,Skilled manual ,24.629705681040384,PSLC ,Mattress (GRASS) on floor  ,0,6000,More than 5,0,Sometimes,Sometimes,2,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,About once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,,Local market in our area (pantondo),Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,2236,POINT (3872126.635356188 -1807187.598009345)
2237,HH4913K,2,1,0,0,3,Unemployed ,,44.48733744010951,PSLC ,Mattress (GRASS) on floor  ,1,24000,More than 5,1,Sometimes,Sometimes,3,3,Sand/soil,Other (specify),Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,Local market in our area,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2237,POINT (3872597.474570981 -1806576.673848846)
2238,HH4817K,3,1,0,0,4,Self employed ,Unskilled manual ,52.21629021218344,PSLC ,Mattress (GRASS) on floor  ,2,4000,One (respondents) ,2,Often,Sometimes,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Dyelatu,Dyelatu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,2238,POINT (3867408.111544817 -1807380.165481005)
2239,HH4100K,3,2,1,0,6,Unemployed ,,55.90691307323751,JCE  ,Cloth / Sack on floor  ,0,5000,Four ,2,Never,Never,3,5,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Several times a week ,Never ,About once a week ,Never ,Never ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,2239,POINT (3866120.064078224 -1805602.865381197)
2240,HH487WK,3,1,0,1,5,Self employed ,Skilled manual ,49.842573579739906,None ,Mattress (GRASS) on floor  ,1,25000,More than 5,2,Often,Often,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Never ,Several times a week ,Mobile market,Dyeratu market,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,2240,POINT (3871551.711639095 -1810770.299616026)
2241,HH417NK,3,4,0,0,7,Unemployed ,,43.592060232717316,PSLC ,Cloth / Sack on floor  ,0,5000,Five ,4,Sometimes,Sometimes,3,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,Less than once a week ,Never ,About once a week ,Nedi,Nedi,Put it in the refuse pit ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,2241,POINT (3869132.70696729 -1798308.915661813)
2242,HH460HK,2,0,1,1,4,Unemployed ,,45.51129363449692,None ,Bed and Matress ,0,30000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Public tap / Standpipe ,"Yes, gas powered lights ",Less than once a week ,About once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,Never ,Less than once a week ,BOMA MARKET,BOMA  MARKET,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,2242,POINT (3868900.201086877 -1809812.521177354)
2243,HH433NK,3,3,0,0,6,Paid employee ,Unskilled manual ,60.435318275154,PSLC ,Bed and Matress ,1,30000,Two ,2,Sometimes,Never,3,4,Sand/soil,Borrow a toilet close by ,Piped outside dwelling ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2243,POINT (3872249.888784621 -1806952.519683728)
2244,HH498QK,3,0,0,0,3,Paid domestic worker ,Domestic service ,60.46543463381246,None ,Mattress (GRASS) on floor  ,1,10000,One (respondents) ,0,Often,Often,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Never ,About once a week ,Dyeratu,Mobile vendors,Other (specify),Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,2244,POINT (3869465.606925593 -1801662.189333804)
2245,HH443JK,2,0,1,1,4,Unemployed ,,32.73921971252567,None ,Cloth / Sack on floor  ,0,20000,Two ,1,Often,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Never ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,2245,POINT (3870771.926094089 -1811000.357307377)
2246,HH422TK,2,2,0,0,4,Paid employee ,Unskilled manual ,37.29774127310061,PSLC ,Cloth / Sack on floor  ,1,15000,Four ,2,Sometimes,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,,DYERATU,Use it as manure ,Self-feeding with spoon ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Unsure,2246,POINT (3871007.893238197 -1810725.181446716)
2247,HH415RK,1,0,0,1,2,Self employed ,Sales and service ,29.697467488021903,JCE  ,Bed and Matress ,1,40000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Less than once a week ,,,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,2247,POINT (3868562.160082475 -1798121.809636515)
2248,HH4737K,2,2,1,0,5,Paid domestic worker ,Skilled manual ,32.4435318275154,PSLC ,Mattress (GRASS) on floor  ,1,20000,One (respondents) ,1,Never,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Less than once a week ,About once a week ,Dyeratu,Dyeratu,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Health centre (private) ,Health centre (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,2248,POINT (3868939.201086877 -1809896.521177354)
